School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Toledo,32,4,28,.125,-14.75,-0.88,1,15,4,12,0,16,1853,2247,64.1,89.6,.423,.341,.496,47.2,61.7,8.4,4.6,.462,21.4,28.8,.265
Towson,30,4,26,.133,-8.06,-0.52,0,18,2,12,2,13,2053,2279,65.5,103.7,.376,.308,.533,47.2,47.8,8.8,7.5,.493,15.8,30.3,.272
Troy,29,8,21,.276,-9.48,-2.05,6,10,5,6,2,13,2076,2243,71.0,98.2,.298,.414,.506,48.9,53.9,9.1,9.9,.479,16.8,30.8,.198
Tulane,30,13,17,.433,-0.28,-0.68,3,13,9,6,4,10,2057,1975,65.4,104.4,.363,.384,.533,48.9,56.9,10.6,8.1,.500,16.0,31.2,.250
Tulsa,32,19,13,.594,6.06,3.25,11,5,12,3,4,7,2255,2165,66.3,104.7,.444,.357,.542,54.0,48.5,6.6,9.9,.501,17.5,34.1,.312
UCLA,34,23,11,.676,11.70,7.93,13,5,16,2,5,5,2382,2254,66.8,103.8,.443,.290,.539,53.1,59.4,8.1,13.6,.502,18.5,36.0,.301
Utah State,34,30,4,.882,13.23,0.50,15,1,17,0,11,3,2449,1995,64.1,111.6,.427,.314,.569,55.7,59.5,7.4,9.2,.527,15.7,34.5,.315
Utah Valley,30,19,11,.633,-7.78,-9.97,11,1,13,3,6,8,2276,2054,69.4,107.1,.464,.325,.554,54.3,55.9,7.1,8.0,.501,16.8,33.0,.351
Utah,31,13,18,.419,2.46,6.56,6,10,9,6,4,9,2078,2177,68.2,98.3,.358,.317,.515,49.5,40.6,6.7,12.2,.478,17.4,29.4,.249
Valparaiso,35,23,12,.657,4.24,1.69,12,6,13,4,6,8,2564,2379,67.5,106.7,.337,.342,.552,50.7,58.3,11.3,7.4,.529,17.2,33.4,.224
Vanderbilt,34,23,11,.676,15.10,6.86,9,7,14,3,5,5,2581,2301,67.6,111.1,.452,.382,.573,51.7,53.5,7.5,11.5,.529,16.4,32.9,.336
Vermont,32,23,9,.719,0.14,-5.33,13,3,12,2,10,5,2147,1972,64.7,103.0,.372,.247,.524,54.7,50.7,7.7,8.5,.491,17.3,37.3,.252
Villanova,33,21,12,.636,15.05,8.23,9,9,13,4,7,5,2384,2159,65.7,109.6,.423,.332,.546,53.2,56.5,9.6,10.7,.495,15.2,35.8,.320
Virginia Commonwealth,40,28,12,.700,8.56,3.78,12,6,11,3,8,6,2864,2673,65.3,108.3,.370,.412,.547,47.0,60.2,12.4,9.1,.511,14.7,30.9,.264
VMI,31,18,13,.581,-4.23,-5.45,10,8,11,5,7,7,2726,2545,78.5,111.5,.342,.470,.563,47.2,49.4,11.0,9.5,.533,14.5,30.6,.243
Virginia Tech,34,22,12,.647,13.84,6.29,9,7,12,4,4,6,2390,2133,65.6,106.0,.407,.310,.543,51.3,51.0,9.9,10.5,.503,16.0,32.6,.289
Virginia,31,16,15,.516,6.01,6.55,7,9,11,6,4,6,1918,1935,61.7,99.5,.320,.362,.517,48.2,53.0,9.3,8.9,.485,15.4,26.2,.221
Wagner,30,13,17,.433,-6.54,-3.67,9,9,8,5,5,12,2029,2115,67.7,98.3,.412,.343,.550,45.3,62.3,8.6,10.8,.498,19.9,25.1,.318
Wake Forest,32,8,24,.250,-4.43,5.51,1,15,7,12,0,10,2151,2469,70.7,95.1,.384,.296,.524,46.2,49.3,7.5,12.6,.476,19.4,26.3,.286
Washington State,35,22,13,.629,12.27,6.81,9,9,14,4,5,6,2550,2359,68.5,104.9,.360,.344,.549,48.6,51.7,9.8,11.0,.516,16.1,28.3,.255
Washington,35,24,11,.686,20.12,7.74,11,7,14,2,5,6,2907,2474,72.0,114.5,.315,.363,.559,52.9,55.9,9.2,12.3,.537,14.1,37.7,.212
Weber State,32,18,14,.563,-1.64,-1.74,11,5,11,2,6,10,2243,2144,65.9,106.0,.353,.367,.563,50.7,52.3,8.4,8.2,.524,17.0,27.4,.267
West Virginia,33,21,12,.636,16.15,11.03,11,7,12,2,4,6,2303,2134,64.0,109.0,.409,.335,.528,52.4,62.7,7.3,11.0,.485,15.4,40.2,.291
Western Carolina,33,18,15,.545,-3.54,-2.86,12,6,11,1,6,11,2303,2275,69.5,100.0,.308,.287,.505,50.3,50.4,13.0,8.4,.478,16.6,34.0,.200
Western Illinois,30,7,23,.233,-15.14,-4.43,2,16,5,9,1,13,1719,1945,63.0,90.9,.388,.318,.504,46.4,52.6,8.1,7.3,.469,19.1,23.0,.256
Western Kentucky,32,16,16,.500,-3.80,-3.15,8,8,7,6,6,7,2242,2263,68.9,100.9,.374,.309,.513,50.2,48.5,8.3,9.5,.484,17.9,36.1,.240
Western Michigan,34,21,13,.618,-0.70,-2.52,11,5,12,6,7,6,2440,2321,67.7,104.9,.359,.283,.528,52.8,50.5,8.6,8.6,.493,16.8,37.0,.251
Wichita State,37,29,8,.784,12.57,1.79,14,4,14,4,9,2,2690,2281,64.4,111.4,.344,.360,.568,56.3,60.0,8.8,10.4,.532,16.3,35.6,.256
William & Mary,32,10,22,.313,-4.38,0.49,4,14,7,8,2,13,2051,2174,63.5,100.6,.361,.435,.553,48.9,60.8,6.6,8.3,.521,18.6,24.7,.252
Winthrop,30,13,17,.433,-5.38,-3.20,9,9,9,4,4,10,1973,2006,67.1,96.1,.367,.237,.485,50.3,49.0,10.9,9.1,.452,16.2,32.5,.236
Wisconsin,34,25,9,.735,18.77,9.42,13,5,16,0,5,6,2310,1992,57.3,117.7,.295,.412,.560,51.9,55.4,6.2,9.0,.518,11.1,32.6,.241
Wofford,34,21,13,.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,64.6,111.3,.420,.266,.563,50.8,55.2,10.1,6.9,.530,15.4,34.1,.291
Wright State,33,19,14,.576,3.22,1.45,10,8,14,3,5,8,2123,2035,62.2,103.4,.394,.368,.543,46.6,47.5,10.0,3.6,.497,15.4,25.4,.295
Wyoming,31,10,21,.323,-3.16,3.53,3,13,10,7,0,11,2044,2161,68.1,96.8,.399,.329,.514,47.6,45.0,11.0,10.8,.477,18.0,28.8,.269
Xavier,32,24,8,.750,11.88,4.41,15,1,14,1,7,4,2306,2067,65.3,108.7,.445,.309,.560,53.3,54.1,8.2,8.7,.512,15.8,32.4,.332
Yale,28,15,13,.536,-2.91,-2.72,8,6,9,4,6,8,1908,1885,66.6,100.5,.397,.328,.541,50.2,54.3,7.0,11.2,.497,17.7,27.3,.292
Youngstown State,30,9,21,.300,-6.40,0.93,2,16,9,7,0,14,2072,2226,69.6,98.0,.292,.388,.499,46.4,60.1,8.8,11.9,.479,14.7,27.5,.178
