School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Towson,32,1,31,.031,-16.71,1.54,1,17,1,13,0,15,1647,2231,63.3,81.3,.409,.253,.436,49.5,45.0,8.7,12.4,.401,23.5,38.5,.240
Troy,28,10,18,.357,-7.48,-0.85,5,11,6,7,4,10,1996,2122,68.5,103.2,.256,.412,.506,45.7,49.9,9.7,10.1,.481,15.0,35.0,.173
Tulane,31,15,16,.484,-0.12,-1.61,3,13,12,5,2,10,2002,1910,64.3,99.7,.398,.333,.513,47.8,55.0,10.9,9.7,.478,16.8,31.3,.263
Tulsa,31,17,14,.548,5.82,2.85,10,6,10,5,6,6,2093,2001,64.3,102.2,.461,.294,.544,51.9,48.6,7.3,12.7,.507,19.2,33.8,.314
UCLA,33,19,14,.576,10.53,5.28,11,7,10,4,4,7,2263,2063,65.2,105.2,.324,.246,.533,50.4,55.8,12.1,12.8,.507,15.7,33.5,.217
Utah State,37,21,16,.568,3.49,-0.37,8,6,17,5,4,10,2551,2400,63.5,108.2,.406,.300,.567,48.8,55.5,6.2,8.6,.530,16.6,30.5,.292
Utah Valley,33,20,13,.606,-6.53,-7.11,9,1,14,2,5,10,2305,2190,67.3,102.6,.355,.310,.511,50.9,54.1,9.5,9.6,.473,15.6,34.5,.248
Utah,31,6,25,.194,-9.31,5.49,3,15,6,9,0,12,1720,2161,62.6,88.2,.346,.356,.494,42.9,52.8,8.2,7.1,.460,20.0,23.1,.231
Valparaiso,34,22,12,.647,0.61,0.02,14,4,14,3,8,8,2323,2223,65.0,104.4,.434,.400,.573,48.7,59.3,9.2,7.7,.535,19.2,28.2,.310
Vanderbilt,36,25,11,.694,15.71,8.04,10,6,13,5,6,5,2615,2339,65.5,109.7,.401,.412,.572,48.6,51.8,9.0,10.4,.541,16.9,31.6,.280
Vermont,36,24,12,.667,0.98,-5.19,13,3,10,4,10,6,2415,2193,63.2,105.0,.373,.293,.536,50.2,56.0,9.6,6.5,.493,16.5,34.3,.276
Villanova,32,13,19,.406,7.89,7.64,5,13,9,6,2,9,2266,2258,67.5,103.2,.392,.337,.517,50.0,51.7,8.1,8.3,.465,16.9,37.6,.295
Virginia Commonwealth,36,29,7,.806,8.79,0.63,15,3,13,1,10,3,2448,2154,65.2,103.6,.363,.392,.512,46.8,51.7,16.0,10.4,.476,14.7,33.4,.249
VMI,33,17,16,.515,-9.43,-5.16,8,10,13,2,1,13,2631,2660,75.0,105.9,.391,.443,.553,42.8,49.1,11.0,8.6,.515,15.6,27.5,.281
Virginia Tech,33,16,17,.485,8.93,6.21,4,12,11,7,3,8,2147,2057,63.0,102.4,.333,.313,.516,47.3,51.2,8.7,8.9,.477,15.8,33.2,.242
Virginia,32,22,10,.688,12.51,4.23,9,7,13,3,7,4,2000,1735,61.1,101.9,.354,.298,.543,49.9,54.6,10.5,8.2,.507,16.6,27.1,.256
Wagner,31,25,6,.806,3.60,-5.50,15,3,12,3,12,3,2275,1993,68.6,107.0,.390,.320,.543,47.9,51.3,11.5,11.0,.499,16.4,35.5,.290
Wake Forest,31,13,18,.419,-0.75,4.19,4,12,9,7,3,8,2029,2182,66.4,98.5,.409,.309,.527,44.3,52.5,7.9,12.1,.479,17.0,25.8,.301
Washington State,37,19,18,.514,6.17,4.06,7,11,12,4,6,10,2521,2421,63.7,106.6,.440,.339,.568,49.2,58.7,7.5,8.3,.531,17.9,30.9,.312
Washington,35,24,11,.686,10.79,5.27,14,4,18,2,6,5,2646,2453,70.7,106.2,.370,.293,.522,51.4,49.2,9.3,9.7,.498,15.4,38.6,.230
Weber State,32,25,7,.781,1.51,-3.65,14,2,16,0,7,7,2473,2210,67.2,113.6,.368,.405,.586,48.6,51.4,8.2,6.6,.538,13.9,26.9,.299
West Virginia,33,19,14,.576,12.13,7.53,9,9,11,5,4,6,2346,2194,64.8,106.8,.386,.305,.518,52.1,56.9,9.6,6.7,.483,15.7,40.9,.259
Western Carolina,35,17,18,.486,-6.57,-3.42,8,10,9,4,4,12,2503,2459,67.9,103.9,.326,.358,.519,47.6,42.9,11.8,8.5,.486,16.0,35.0,.225
Western Illinois,33,18,15,.545,-2.84,-1.39,9,9,10,4,6,10,2031,1985,60.0,100.7,.331,.271,.540,45.6,56.7,9.9,8.6,.511,16.6,24.7,.227
Western Kentucky,35,16,19,.457,-2.66,0.51,7,9,8,7,3,8,2272,2383,68.4,94.2,.402,.327,.489,48.1,50.1,8.1,10.1,.444,18.7,34.1,.276
Western Michigan,34,14,20,.412,-1.80,0.17,6,10,11,3,2,12,2332,2375,66.0,102.8,.402,.329,.532,51.5,56.1,7.0,8.2,.491,18.4,36.5,.285
Wichita State,33,27,6,.818,17.42,3.80,16,2,14,1,10,1,2545,2060,67.0,113.3,.347,.328,.577,52.8,53.2,9.3,10.4,.543,15.5,33.5,.260
William & Mary,32,6,26,.188,-10.79,-0.72,4,14,4,9,2,14,1931,2220,63.4,94.8,.335,.416,.510,44.4,51.8,7.6,5.7,.472,17.8,25.1,.238
Winthrop,32,12,20,.375,-7.64,-3.47,8,10,7,5,4,11,2035,2112,64.1,98.0,.315,.282,.494,48.1,46.3,10.4,10.3,.464,16.0,32.7,.206
Wisconsin,36,26,10,.722,19.04,8.24,12,6,14,4,7,4,2304,1915,58.6,108.4,.307,.413,.536,49.8,53.7,8.5,9.1,.501,13.0,30.6,.227
Wofford,33,19,14,.576,-3.62,-3.79,12,6,11,2,7,10,2110,2087,62.5,101.6,.283,.371,.519,48.9,59.6,8.3,6.7,.494,15.8,31.4,.189
Wright State,32,13,19,.406,-4.07,0.25,7,11,9,7,4,11,1857,1967,62.8,91.7,.379,.351,.502,43.8,51.0,10.4,5.9,.459,19.1,25.0,.266
Wyoming,33,21,12,.636,6.79,1.43,6,8,16,3,5,9,2068,1855,61.5,101.6,.385,.380,.552,46.9,52.5,11.1,10.0,.510,17.1,23.8,.285
Xavier,36,23,13,.639,9.59,6.22,10,6,13,3,5,6,2543,2422,67.5,103.6,.412,.252,.535,49.1,52.4,8.8,10.2,.497,15.9,31.3,.287
Yale,29,19,10,.655,-1.37,-2.63,9,5,11,1,7,9,1991,1878,67.1,101.8,.411,.324,.530,50.8,56.5,7.7,10.2,.488,17.9,33.7,.292
Youngstown State,31,16,15,.516,-1.78,-1.65,10,8,10,4,6,10,2095,2047,64.7,103.7,.297,.409,.531,44.0,54.3,9.9,14.1,.510,15.0,27.9,.193
