School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Texas-Rio Grande Valley,32,9,23,.281,-10.65,-4.42,5,11,3,10,5,11,2101,2262,66.9,96.3,.361,.304,.491,46.7,53.0,10.3,7.0,.455,15.4,29.3,.239
Texas-San Antonio,30,8,22,.267,-11.10,-1.03,4,12,7,9,1,12,2066,2304,68.2,100.6,.541,.354,.532,50.9,48.3,8.8,5.3,.482,19.6,34.8,.373
Texas Southern,34,19,15,.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,68.2,109.8,.491,.325,.565,52.2,55.5,6.6,8.5,.521,16.6,33.8,.352
Texas State,31,8,23,.258,-7.74,-1.40,4,14,5,9,1,13,1903,2047,63.3,96.5,.342,.296,.510,51.2,49.4,9.2,8.5,.480,18.6,31.2,.227
Texas Tech,32,14,18,.438,8.61,8.61,6,12,11,6,2,10,2190,2190,63.5,107.2,.387,.262,.538,52.4,46.7,9.6,11.1,.497,15.9,37.6,.282
Texas,35,24,11,.686,12.67,9.15,11,7,16,2,4,6,2598,2475,69.1,107.0,.434,.260,.514,54.6,49.9,8.2,15.8,.474,14.4,39.6,.291
Toledo,34,27,7,.794,3.30,-1.46,14,4,15,0,9,6,2694,2490,68.6,114.6,.444,.281,.557,51.7,54.7,9.8,7.9,.514,12.5,35.2,.322
Towson,36,25,11,.694,0.55,-3.06,13,3,15,1,9,8,2633,2477,65.5,111.3,.523,.312,.552,53.6,40.9,6.2,12.3,.510,14.8,36.1,.359
Troy,31,11,20,.355,-6.17,-2.90,6,12,8,6,3,11,2121,2171,65.7,102.6,.444,.382,.519,50.1,48.8,8.8,6.5,.481,15.6,32.5,.294
Tulane,34,17,17,.500,-7.89,-1.73,8,8,12,7,4,6,2164,2357,63.5,99.9,.490,.347,.522,49.9,45.2,7.5,8.3,.474,17.4,31.0,.340
Tulsa,34,21,13,.618,6.23,1.17,13,3,11,3,6,7,2471,2299,68.7,105.0,.471,.318,.532,50.3,51.1,9.9,10.5,.492,14.5,30.2,.318
UCLA,37,28,9,.757,18.40,7.62,12,6,16,2,5,5,3003,2604,70.0,115.1,.382,.275,.579,51.2,59.3,13.1,9.0,.541,12.7,29.8,.286
Utah State,32,18,14,.563,4.77,3.09,7,11,13,5,4,7,2215,2132,62.8,109.4,.339,.313,.551,54.4,65.2,5.4,9.8,.515,14.9,33.6,.249
Utah Valley,32,20,12,.625,-4.42,-3.65,13,3,13,2,6,9,2161,2093,63.8,105.4,.388,.358,.544,50.9,62.0,7.8,7.6,.498,15.2,28.7,.293
Utah,33,21,12,.636,12.66,6.21,9,9,18,2,2,9,2479,2122,66.7,111.4,.406,.326,.583,52.7,58.0,10.0,11.8,.545,15.7,29.6,.302
Valparaiso,34,18,16,.529,0.21,-0.24,9,7,12,6,5,9,2439,2283,66.3,107.0,.455,.359,.577,53.1,53.8,8.3,13.5,.535,19.3,32.8,.334
Vanderbilt,31,15,16,.484,5.52,6.49,7,11,10,6,3,8,2002,2032,64.3,99.6,.412,.375,.524,48.9,58.6,7.2,11.7,.491,17.8,29.9,.271
Vermont,33,22,11,.667,4.52,-4.57,15,1,10,2,9,8,2334,2000,64.1,110.0,.469,.291,.570,53.6,54.0,11.2,12.4,.527,16.2,32.7,.340
Villanova,34,29,5,.853,18.97,7.50,16,2,15,1,10,2,2651,2261,67.6,113.2,.445,.448,.574,52.6,60.1,10.1,11.2,.536,14.9,32.6,.318
Virginia Commonwealth,35,26,9,.743,14.55,4.78,12,4,15,0,6,5,2624,2282,70.4,105.0,.352,.339,.512,50.6,49.8,15.6,11.5,.479,14.2,34.3,.237
VMI,35,22,13,.629,-5.53,-6.33,11,5,14,3,7,9,3089,2891,75.8,113.9,.345,.394,.544,49.5,45.1,9.4,12.6,.510,11.6,34.0,.246
Virginia Tech,31,9,22,.290,1.90,5.99,2,16,8,10,1,8,1950,2077,63.6,97.8,.381,.364,.504,51.8,50.8,5.1,13.3,.471,16.8,31.7,.247
Virginia,37,30,7,.811,18.38,7.86,16,2,15,2,7,4,2449,2060,60.6,108.8,.420,.297,.542,54.7,56.6,8.6,12.0,.508,13.8,33.2,.283
Wagner,31,19,12,.613,-3.83,-6.73,12,4,10,3,8,7,2217,2122,69.5,102.1,.367,.273,.510,51.6,45.9,9.0,16.5,.465,15.4,34.5,.268
Wake Forest,33,17,16,.515,5.49,6.73,6,12,14,4,1,9,2300,2341,67.5,103.0,.501,.290,.534,49.1,56.1,8.1,10.0,.498,16.0,30.3,.325
Washington State,31,10,21,.323,1.34,7.24,3,15,7,8,1,10,1934,2081,63.0,98.2,.365,.437,.505,49.4,49.7,8.1,8.4,.472,15.6,28.5,.240
Washington,32,17,15,.531,6.26,6.45,9,9,14,4,3,8,2384,2390,68.6,107.7,.371,.295,.542,51.1,51.1,7.8,7.0,.496,14.2,32.2,.282
Weber State,31,19,12,.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,64.3,111.3,.498,.367,.592,52.5,55.6,6.5,9.0,.547,16.7,28.9,.369
West Virginia,33,17,16,.515,11.78,8.02,9,9,11,5,3,9,2546,2422,68.5,111.8,.391,.344,.544,49.6,49.9,9.0,8.0,.504,12.1,32.4,.282
Western Carolina,34,19,15,.559,-6.75,-6.43,10,6,11,2,5,11,2524,2469,68.1,107.4,.369,.346,.526,51.1,47.8,10.5,13.6,.486,14.7,36.2,.265
Western Illinois,30,10,20,.333,-7.55,-2.74,4,10,7,5,1,13,1838,1880,62.5,97.1,.372,.285,.532,49.6,55.9,9.5,8.8,.503,18.8,26.3,.247
Western Kentucky,32,20,12,.625,-1.47,-1.34,12,6,13,4,7,7,2196,2162,66.6,101.8,.428,.395,.517,52.5,49.3,7.6,6.6,.481,17.0,34.6,.280
Western Michigan,33,23,10,.697,1.73,-1.45,14,4,13,2,6,7,2373,2235,66.5,106.5,.508,.352,.568,51.3,48.3,8.7,9.6,.520,18.2,31.6,.368
Wichita State,36,35,1,.972,16.65,1.74,18,0,17,0,12,0,2706,2141,64.5,116.1,.472,.367,.569,55.3,54.8,10.6,15.0,.526,13.6,35.1,.342
William & Mary,32,20,12,.625,-1.48,-2.29,10,6,10,4,8,6,2340,2281,64.7,112.6,.398,.421,.587,47.9,56.0,8.5,8.5,.560,14.2,24.8,.276
Winthrop,33,20,13,.606,-6.43,-6.56,10,6,12,3,5,10,2442,2355,67.4,107.7,.402,.372,.556,48.7,46.0,9.3,7.5,.519,15.8,29.3,.286
Wisconsin,38,30,8,.789,19.69,10.19,12,6,14,3,8,3,2793,2432,63.3,115.7,.426,.391,.575,51.1,50.5,7.6,8.0,.533,11.2,28.1,.318
Wofford,33,20,13,.606,-4.32,-5.95,11,5,9,4,8,8,2205,2054,63.0,105.6,.328,.302,.529,51.0,52.4,9.8,4.6,.502,14.4,31.7,.218
Wright State,36,21,15,.583,0.21,-2.80,10,6,13,3,5,12,2419,2234,65.9,102.0,.427,.340,.561,48.3,60.3,10.7,9.4,.517,18.2,24.5,.315
Wyoming,33,18,15,.545,4.40,2.34,9,9,14,4,3,11,2130,2035,60.7,104.8,.449,.351,.572,46.6,56.9,7.6,10.8,.534,15.7,18.7,.322
Xavier,34,21,13,.618,11.84,8.14,10,8,15,2,4,6,2442,2316,65.7,108.5,.416,.270,.551,53.2,57.2,8.7,8.2,.517,16.0,34.1,.286
Yale,33,19,14,.576,-1.66,-1.28,9,5,9,4,9,10,2209,2182,64.9,102.6,.494,.308,.519,53.8,52.6,9.4,12.5,.469,16.7,35.2,.343
Youngstown State,32,15,17,.469,-2.30,-1.26,6,10,11,4,2,13,2461,2370,68.8,109.6,.403,.391,.567,49.3,59.7,9.5,7.1,.527,14.1,27.5,.296
