School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Texas-El Paso,31,11,20,.355,-5.30,-0.20,6,12,9,8,2,8,2094,2197,69.5,97.2,.312,.384,.525,46.6,43.5,6.0,8.7,.499,16.0,19.6,.209
Texas-Rio Grande Valley,33,15,18,.455,-7.71,-2.84,6,8,9,7,6,10,2490,2584,75.8,98.8,.405,.322,.507,48.3,59.9,10.0,8.4,.454,15.4,28.2,.300
Texas-San Antonio,35,20,15,.571,-1.24,-0.93,11,7,12,4,6,8,2740,2628,74.1,105.3,.295,.440,.540,51.1,50.6,8.4,7.5,.516,14.8,27.4,.199
Texas Southern,36,16,20,.444,-7.53,-5.53,12,6,8,2,5,17,2787,2859,72.7,105.7,.429,.370,.548,48.5,47.4,7.8,9.3,.505,15.1,28.2,.311
Texas State,33,15,18,.455,-5.83,-3.44,7,11,7,7,6,9,2190,2172,65.4,100.7,.365,.364,.524,52.4,58.0,8.2,8.5,.494,17.4,32.5,.241
Texas Tech,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,68.5,108.2,.393,.335,.555,52.6,54.9,10.3,12.8,.520,15.4,32.3,.276
Texas,34,19,15,.559,13.96,10.67,8,10,13,4,3,7,2450,2338,66.9,103.9,.330,.381,.527,50.0,44.7,8.9,12.8,.500,14.6,29.3,.219
Toledo,34,23,11,.676,2.65,-1.75,13,5,12,4,9,6,2687,2532,69.9,113.0,.371,.417,.585,51.2,57.8,5.3,9.3,.551,14.7,27.7,.273
Towson,32,18,14,.563,-0.14,-3.14,8,10,10,4,4,9,2446,2279,68.7,109.5,.350,.306,.550,53.8,42.9,9.4,12.7,.522,15.4,35.1,.240
Troy,33,16,17,.485,-1.50,-2.11,9,9,10,4,4,10,2475,2408,69.9,106.5,.343,.449,.551,49.8,51.3,7.1,10.0,.515,15.4,27.3,.252
Tulane,31,14,17,.452,1.21,2.08,5,13,9,7,3,8,2269,2296,69.7,104.1,.345,.373,.548,49.0,60.4,7.2,10.5,.515,16.5,27.3,.246
Tulsa,31,19,12,.613,4.96,2.38,12,6,13,2,4,7,2277,2197,68.1,106.6,.416,.410,.549,52.0,51.9,6.5,6.4,.507,16.1,32.0,.302
UCLA,33,21,12,.636,12.07,6.86,11,7,14,2,3,7,2679,2507,71.5,111.1,.355,.404,.569,51.8,53.4,7.6,10.3,.537,14.5,28.3,.256
Utah State,34,17,17,.500,2.31,2.65,8,10,11,4,2,12,2489,2466,68.8,106.0,.329,.457,.565,49.7,54.8,7.2,5.6,.538,16.7,25.6,.232
Utah Valley,34,23,11,.676,5.08,-1.76,10,4,16,1,6,9,2657,2310,70.1,111.0,.378,.361,.587,54.7,59.3,8.5,10.6,.552,17.3,32.1,.280
Utah,35,23,12,.657,11.40,6.40,11,7,15,3,6,6,2571,2396,67.2,108.5,.344,.457,.581,49.2,60.7,7.6,9.1,.545,15.8,23.8,.261
Valparaiso,32,15,17,.469,0.63,0.93,6,12,8,4,3,12,2252,2182,69.8,100.8,.387,.358,.547,50.9,51.1,10.5,9.3,.510,18.5,27.7,.274
Vanderbilt,32,12,20,.375,8.52,10.14,6,12,11,7,1,10,2316,2368,66.5,108.0,.362,.461,.557,50.4,50.6,7.2,8.7,.518,15.4,28.7,.269
Vermont,35,27,8,.771,4.89,-3.17,15,1,12,2,12,5,2587,2277,65.2,113.3,.419,.360,.598,53.5,53.2,5.9,7.4,.560,15.2,26.3,.316
Villanova,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229
Virginia Commonwealth,33,18,15,.545,3.55,2.42,9,9,11,7,5,5,2507,2470,71.4,105.3,.281,.386,.549,51.0,55.4,8.8,7.4,.526,16.3,29.0,.194
VMI,30,9,21,.300,-15.43,-4.25,4,14,6,8,3,12,1954,2214,70.5,92.4,.276,.407,.500,47.4,51.7,10.5,8.7,.463,18.4,25.4,.204
Virginia Tech,33,21,12,.636,14.35,6.72,10,8,14,4,6,5,2634,2382,69.9,112.9,.365,.399,.602,48.8,58.2,8.2,6.6,.577,15.3,23.7,.259
Virginia,34,31,3,.912,22.21,9.07,17,1,16,1,10,1,2283,1836,60.6,110.4,.245,.350,.555,51.2,54.0,11.2,12.3,.527,12.3,26.9,.184
Wagner,33,23,10,.697,-3.19,-6.90,14,4,16,1,7,9,2448,2256,69.6,106.2,.359,.392,.533,53.7,52.4,9.5,11.5,.496,16.4,36.3,.255
Wake Forest,31,11,20,.355,7.76,8.79,4,14,7,9,3,8,2273,2305,69.9,104.9,.319,.353,.540,51.0,53.9,8.4,10.4,.505,16.2,30.5,.235
Washington State,31,12,19,.387,0.67,5.22,4,14,8,8,1,10,2270,2411,69.4,104.7,.247,.504,.566,47.1,56.2,7.6,6.2,.541,17.3,24.6,.182
Washington,34,21,13,.618,7.65,6.06,10,8,16,4,4,6,2535,2481,70.7,104.4,.367,.338,.550,48.1,44.2,11.3,13.8,.517,16.4,28.9,.257
Weber State,31,20,11,.645,0.01,-2.88,13,5,12,3,7,4,2434,2195,70.0,110.7,.350,.390,.606,49.3,50.8,7.3,9.6,.573,15.5,19.1,.268
West Virginia,37,26,11,.703,19.88,9.36,11,7,14,3,5,5,2964,2575,70.6,113.0,.313,.384,.543,52.5,54.2,11.5,15.9,.504,13.3,36.5,.240
Western Carolina,32,13,19,.406,-11.90,-1.63,8,10,8,5,3,12,2190,2419,71.0,96.3,.317,.373,.505,48.0,55.2,11.2,8.9,.473,18.0,30.5,.216
Western Illinois,28,12,16,.429,-11.07,-2.28,3,11,11,5,1,10,2012,2009,69.9,101.5,.284,.328,.552,50.0,41.1,6.9,10.5,.525,16.1,21.0,.203
Western Kentucky,38,27,11,.711,11.08,3.65,14,4,14,3,9,5,2979,2674,69.7,112.1,.398,.269,.574,51.5,47.9,10.2,9.6,.540,14.5,29.7,.285
Western Michigan,32,17,15,.531,-2.22,-1.99,9,9,10,6,6,7,2402,2349,69.4,107.8,.342,.352,.536,50.8,47.9,9.4,9.8,.499,13.3,30.6,.249
Wichita State,33,25,8,.758,16.58,5.46,14,4,13,3,9,2,2731,2364,70.0,117.3,.348,.392,.583,57.1,63.7,6.6,11.1,.551,14.1,35.5,.257
William & Mary,31,19,12,.613,-1.36,-1.32,11,7,11,3,7,8,2636,2531,71.4,117.6,.332,.436,.639,50.4,60.2,7.8,10.5,.605,15.6,22.4,.269
Winthrop,31,19,12,.613,-1.63,-5.84,12,6,11,3,7,9,2464,2219,72.4,109.8,.346,.439,.587,51.3,53.0,9.4,12.4,.559,17.0,27.2,.250
Wisconsin,33,15,18,.455,10.38,9.50,7,11,11,7,3,8,2206,2177,63.4,104.9,.327,.364,.539,49.7,51.8,8.6,9.7,.509,14.7,28.4,.228
Wofford,34,21,13,.618,-0.96,-2.45,11,7,12,5,7,7,2578,2405,67.8,111.9,.282,.454,.596,50.3,57.9,9.5,8.3,.566,16.0,25.2,.220
Wright State,35,25,10,.714,0.58,-3.64,14,4,14,2,8,7,2500,2307,70.0,101.4,.358,.348,.529,51.8,52.7,9.4,6.5,.491,16.3,28.8,.256
Wyoming,33,20,13,.606,4.26,3.54,10,8,13,4,5,7,2633,2597,74.7,103.3,.403,.450,.564,47.1,59.3,8.4,9.8,.523,16.1,19.2,.298
Xavier,35,29,6,.829,19.08,9.45,15,3,17,1,9,2,2953,2616,72.4,115.4,.410,.358,.601,55.1,57.3,8.0,8.4,.559,15.2,29.9,.320
Yale,31,16,15,.516,-4.19,-2.83,9,5,9,3,7,11,2312,2288,70.1,105.5,.307,.422,.562,49.8,61.0,9.3,8.2,.533,16.5,26.0,.221
Youngstown State,32,8,24,.250,-13.66,-2.56,6,12,6,6,2,13,2410,2647,74.2,100.7,.276,.337,.505,50.8,49.3,11.1,10.4,.483,16.2,35.6,.176
